LGFi,FFi,FFo,PI,PO,Class
24,1,4,2,5,Normal
12,2,3,3,5,Normal
7,2,5,3,8,Normal
24,1,4,2,5,Normal
13,2,5,3,8,Normal
24,1,3,2,4,Normal
24,1,5,2,6,Normal
24,1,3,2,4,Normal
8,3,4,4,7,Normal
24,1,3,2,4,Normal
4,3,4,4,7,Normal
2,3,5,4,8,Normal
18,2,5,3,6,Normal
17,2,3,3,10,Normal
15,2,3,3,4,Normal
5,3,3,4,4,Normal
20,2,3,3,4,Normal
19,2,4,3,5,Normal
24,1,4,2,5,Normal
7,2,5,3,6,Normal
12,2,4,3,6,Normal
19,2,4,3,5,Normal
24,2,4,3,5,Normal
6,1,1,2,10,Normal
6,1,2,2,11,Normal
6,1,1,2,5,Normal
6,1,1,2,4,Normal
6,1,2,2,5,Trojan
6,1,1,2,3,Normal
6,1,1,2,3,Normal
6,1,2,2,4,Normal
6,1,1,2,5,Normal
6,1,1,2,5,Normal
6,1,1,2,8,Normal
6,1,2,2,9,Normal
6,1,2,2,10,Normal
6,1,1,2,8,Normal
6,1,2,2,9,Normal
6,1,2,2,10,Normal
6,1,1,2,4,Normal
6,1,2,2,5,Normal
6,1,1,2,6,Normal
6,1,1,2,7,Normal
6,1,2,2,8,Normal
6,1,2,2,3,Normal
7,1,1,2,2,Normal
12,1,1,2,2,Normal
10,1,2,2,3,Normal
7,1,1,2,3,Normal
7,1,1,2,8,Normal
12,1,1,2,8,Normal
10,1,2,2,9,Normal
7,1,1,2,4,Normal
6,3,2,4,3,Normal
24,1,2,2,3,Normal
4,3,3,4,4,Normal
13,2,3,3,4,Normal
15,1,2,2,5,Normal
15,1,1,2,2,Normal
10,2,2,3,5,Normal
7,1,1,2,8,Normal
4,2,1,3,9,Normal
12,1,1,2,9,Normal
10,1,2,2,10,Normal
7,1,1,2,8,Normal
6,3,2,4,4,Normal
24,1,2,2,5,Normal
4,3,3,4,10,Trojan
13,2,3,3,10,Normal
15,1,2,2,6,Normal
15,1,1,2,4,Normal
10,2,2,3,6,Normal
4,2,1,3,10,Normal
7,1,1,2,7,Normal
12,1,1,2,7,Normal
10,1,2,2,8,Normal
4,2,1,3,11,Normal
6,3,2,4,7,Normal
15,1,2,2,8,Normal
4,3,3,4,11,Trojan
13,2,3,3,11,Normal
15,1,2,2,3,Normal
15,1,1,2,2,Normal
10,2,2,3,3,Normal
4,2,1,3,8,Normal
7,1,1,2,9,Normal
6,3,2,4,8,Normal
21,1,2,2,8,Normal
4,3,3,4,9,Normal
13,2,3,3,9,Normal
15,1,2,2,10,Normal
15,1,1,2,7,Normal
10,2,2,3,10,Normal
6,1,1,2,4,Normal
6,1,1,2,2,Normal
6,1,1,2,4,Normal
8,1,1,2,3,Normal
6,1,1,2,3,Normal
6,1,2,2,4,Normal
6,1,1,2,5,Normal
8,1,1,2,3,Normal
6,1,1,2,5,Normal
6,1,2,2,6,Normal
6,1,1,2,4,Normal
8,1,1,2,3,Normal
6,1,1,2,6,Normal
6,1,2,2,7,Normal
6,1,1,2,3,Normal
5,1,1,2,9,Normal
5,1,1,2,9,Normal
6,1,1,2,5,Normal
5,1,1,2,8,Normal
6,3,1,4,9,Normal
5,2,1,3,4,Normal
5,2,1,3,2,Normal
11,3,1,4,2,Normal
6,3,1,4,2,Normal
5,2,1,3,3,Normal
5,2,1,3,3,Normal
2,3,2,4,4,Normal
7,2,2,3,10,Normal
8,3,1,4,4,Normal
8,3,1,4,4,Normal
4,2,1,3,4,Normal
5,2,1,3,4,Normal
11,3,1,4,3,Normal
6,3,1,4,9,Normal
5,2,1,3,2,Normal
3,3,2,4,3,Normal
8,2,2,3,3,Normal
3,3,2,4,3,Normal
3,3,2,4,3,Normal
12,4,1,5,7,Normal
4,2,1,3,3,Normal
13,3,1,4,7,Normal
5,2,1,3,2,Normal
2,3,2,4,3,Normal
7,2,2,3,3,Normal
8,3,1,4,6,Normal
8,3,1,4,2,Normal
4,2,1,3,4,Normal
5,2,1,3,3,Normal
11,3,1,4,2,Normal
6,3,1,4,8,Normal
5,2,1,3,4,Normal
3,3,2,4,5,Normal
8,2,2,3,5,Normal
7,2,2,3,5,Normal
4,2,1,3,4,Normal
2,3,2,4,5,Normal
2,3,2,4,5,Normal
7,2,2,3,5,Normal
24,1,3,2,5,Normal
8,3,1,4,3,Normal
3,3,2,4,4,Normal
8,2,2,3,4,Normal
3,3,2,4,4,Normal
3,3,2,4,4,Normal
12,4,1,5,7,Normal
4,2,1,3,2,Normal
13,3,1,4,4,Normal
5,2,1,3,4,Normal
2,3,2,4,4,Normal
7,2,2,3,10,Normal
8,3,1,4,5,Normal
8,3,1,4,3,Normal
4,2,1,3,3,Normal
5,2,1,3,2,Normal
11,3,1,4,7,Normal
2,3,2,4,8,Normal
6,3,2,4,8,Normal
2,3,3,4,9,Normal
3,3,2,4,8,Normal
19,2,2,3,8,Normal
14,2,2,3,6,Normal
3,3,2,4,8,Normal
24,1,3,2,7,Normal
24,1,3,2,6,Normal
13,3,1,4,5,Normal
5,3,2,4,4,Normal
3,3,2,4,7,Normal
8,2,2,3,7,Normal
7,2,2,3,7,Normal
4,2,1,3,3,Normal
2,3,2,4,3,Normal
2,3,2,4,3,Normal
7,2,2,3,3,Normal
24,1,3,2,4,Normal
8,3,1,4,3,Normal
3,3,2,4,3,Normal
8,2,2,3,3,Normal
3,3,2,4,3,Normal
3,3,2,4,3,Normal
12,4,1,5,7,Normal
4,2,1,3,3,Normal
13,3,1,4,2,Normal
5,2,1,3,3,Normal
2,3,2,4,9,Normal
7,2,2,3,9,Normal
8,3,1,4,2,Normal
8,3,1,4,5,Normal
4,2,1,3,2,Normal
3,3,2,4,4,Normal
8,2,2,3,4,Normal
7,2,2,3,4,Normal
2,3,2,4,8,Normal
6,3,2,4,8,Normal
2,3,3,4,9,Normal
3,3,2,4,5,Normal
19,2,2,3,5,Normal
14,2,2,3,5,Normal
3,3,2,4,5,Normal
24,1,3,2,6,Normal
24,1,3,2,5,Normal
13,3,1,4,5,Normal
5,3,2,4,3,Normal
3,3,2,4,6,Normal
8,2,2,3,6,Normal
7,2,2,3,6,Normal
4,2,1,3,2,Normal
2,3,2,4,4,Normal
2,3,2,4,4,Normal
7,2,2,3,4,Normal
15,1,3,2,4,Normal
8,3,1,4,3,Normal
3,3,2,4,8,Normal
8,2,2,3,8,Normal
3,3,2,4,5,Normal
3,3,2,4,8,Normal
12,4,1,5,4,Normal
4,2,1,3,3,Normal
13,3,1,4,3,Normal
2,3,2,4,6,Normal
6,3,2,4,6,Normal
2,3,3,4,7,Normal
21,1,3,2,5,Normal
3,3,2,4,4,Normal
8,2,2,3,4,Normal
7,2,2,3,4,Normal
2,3,2,4,8,Normal
6,3,2,4,8,Normal
2,3,3,4,9,Normal
3,3,2,4,3,Normal
19,2,2,3,3,Normal
14,2,2,3,3,Normal
3,3,2,4,3,Normal
15,1,3,2,4,Normal
15,1,3,2,4,Normal
13,3,1,4,3,Normal
5,3,2,4,3,Normal
3,3,2,4,3,Normal
8,2,2,3,3,Normal
7,2,2,3,3,Normal
4,2,1,3,3,Normal
2,3,2,4,5,Normal
2,3,2,4,6,Normal
7,2,2,3,6,Normal
21,1,3,2,5,Normal
8,3,1,4,6,Normal
2,3,2,4,6,Normal
6,3,2,4,6,Normal
2,3,3,4,7,Normal
21,1,3,2,5,Normal
3,3,2,4,4,Normal
8,2,2,3,4,Normal
7,2,2,3,4,Normal
2,3,2,4,5,Normal
6,3,2,4,5,Normal
2,3,3,4,6,Normal
3,3,2,4,4,Normal
19,2,2,3,4,Normal
14,2,2,3,3,Normal
3,3,2,4,4,Normal
21,1,3,2,4,Normal
21,1,3,2,4,Normal
13,3,1,4,2,Normal
5,3,2,4,3,Normal
2,3,2,4,4,Normal
6,3,2,4,4,Normal
2,3,3,4,5,Normal
15,1,3,2,5,Normal
3,3,2,4,3,Normal
8,2,2,3,7,Normal
7,2,2,3,4,Normal
2,3,2,4,3,Normal
6,3,2,4,3,Normal
2,3,3,4,4,Normal
21,1,3,2,5,Normal
8,1,1,2,3,Normal
6,1,1,2,5,Normal
6,1,2,2,6,Normal
6,1,1,2,3,Normal
6,1,1,2,10,Normal
6,1,2,2,11,Normal
6,1,2,2,3,Normal
6,1,1,2,10,Normal
6,1,2,2,11,Normal
6,1,2,2,12,Normal
6,1,1,2,6,Normal
6,1,2,2,7,Normal
6,1,1,2,8,Normal
6,1,1,2,2,Normal
6,1,2,2,3,Normal
6,1,2,2,4,Normal
7,2,1,3,1,Normal
5,2,1,3,1,Normal
10,1,1,2,1,Normal
15,1,1,2,1,Normal
4,2,2,3,2,Normal
7,1,2,2,2,Normal
0,3,2,1,2,Normal
5,2,2,3,2,Normal
8,1,2,2,2,Normal
4,2,2,3,2,Normal
10,1,3,2,3,Normal
6,1,2,2,2,Normal
6,1,3,2,3,Normal
15,1,2,2,2,Normal
8,1,3,2,3,Normal
4,2,1,3,5,Normal
16,1,1,2,6,Normal
4,2,1,3,2,Normal
7,1,2,2,6,Normal
9,2,3,3,4,Normal
8,2,3,3,4,Normal
16,1,1,2,5,Normal
4,2,1,3,5,Normal
7,1,2,2,3,Normal
9,2,3,3,5,Normal
8,2,3,3,5,Normal
16,1,1,2,2,Normal
4,2,1,3,10,Normal
7,1,2,2,6,Normal
9,2,3,3,8,Normal
8,2,3,3,8,Normal
16,1,1,2,11,Normal
7,1,2,2,11,Normal
9,2,3,3,9,Normal
8,2,3,3,9,Normal
6,1,1,2,7,Normal
8,1,1,2,6,Normal
6,1,2,2,8,Normal
6,1,1,2,8,Normal
6,1,1,2,2,Normal
6,1,1,2,4,Normal
6,1,1,2,7,Normal
3,3,1,2,2,Normal
6,1,2,2,8,Normal
6,1,1,2,3,Normal
6,1,1,2,6,Normal
6,1,1,2,2,Normal
6,1,1,2,3,Normal
6,1,2,2,4,Normal
6,1,1,2,4,Normal
8,1,1,2,3,Normal
11,1,1,2,2,Normal
8,1,1,2,6,Normal
11,1,1,2,2,Normal
8,1,1,2,4,Normal
6,1,1,2,5,Normal
6,1,2,2,6,Normal
6,1,1,2,5,Normal
8,1,1,2,6,Normal
5,1,1,2,7,Normal
11,1,1,2,7,Normal
8,1,1,2,2,Normal
7,2,4,3,5,Normal
12,2,4,3,5,Normal
5,2,4,3,5,Normal
9,2,4,3,5,Normal
6,2,5,3,6,Normal
10,1,5,2,6,Normal
10,1,5,2,6,Normal
10,1,5,2,6,Normal
18,1,6,2,7,Normal
18,1,6,2,7,Normal
18,1,6,2,7,Normal
10,1,6,2,7,Normal
10,1,6,2,7,Normal
10,1,6,2,7,Normal
18,1,7,2,8,Normal
21,1,7,2,8,Normal
21,1,7,2,8,Normal
10,1,5,2,6,Normal
10,1,5,2,6,Normal
15,1,5,2,6,Normal
18,1,5,2,6,Normal
6,1,1,2,4,Normal
6,1,2,2,5,Normal
6,1,1,2,6,Normal
5,1,1,2,7,Normal
8,1,1,2,7,Normal
11,1,1,2,7,Normal
5,1,1,2,7,Normal
7,2,4,3,5,Normal
12,2,4,3,5,Normal
5,2,4,3,5,Normal
9,2,4,3,5,Normal
6,2,5,3,6,Normal
10,1,5,2,6,Normal
10,1,5,2,6,Normal
10,1,5,2,6,Normal
18,1,6,2,7,Normal
18,1,6,2,7,Normal
15,1,6,2,7,Normal
10,1,6,2,7,Normal
10,1,6,2,7,Normal
10,1,6,2,7,Normal
18,1,7,2,8,Normal
18,1,7,2,8,Normal
18,1,7,2,8,Normal
10,1,5,2,6,Normal
10,1,5,2,6,Normal
24,1,5,2,6,Normal
18,1,5,2,6,Normal
6,1,1,2,3,Normal
6,1,2,2,4,Normal
6,1,1,2,5,Normal
5,1,1,2,7,Normal
8,1,1,2,7,Normal
7,2,4,3,5,Normal
12,2,4,3,5,Normal
5,2,4,3,5,Normal
9,2,4,3,5,Normal
6,2,5,3,6,Normal
10,1,5,2,6,Normal
10,1,5,2,6,Normal
10,1,5,2,6,Normal
18,1,6,2,7,Normal
18,1,6,2,7,Normal
18,1,6,2,7,Normal
10,1,6,2,7,Normal
10,1,6,2,7,Normal
10,1,6,2,7,Normal
18,1,7,2,8,Normal
21,1,7,2,8,Normal
21,1,7,2,8,Normal
10,1,5,2,6,Normal
10,1,5,2,6,Normal
15,1,5,2,6,Normal
18,1,5,2,6,Normal
11,1,1,2,5,Normal
11,1,1,2,2,Normal
15,1,2,2,4,Normal
11,1,1,2,2,Normal
15,1,2,2,3,Normal
11,1,1,2,5,Normal
15,1,2,2,3,Normal
15,1,2,2,4,Normal
5,1,1,2,11,Normal
5,1,1,2,11,Normal
6,1,1,2,7,Normal
5,1,1,2,3,Normal
17,1,2,2,3,Normal
14,1,1,2,2,Normal
6,1,1,2,6,Normal
3,4,1,2,6,Normal
5,1,2,2,7,Normal
6,1,1,2,8,Normal
6,1,1,2,2,Normal
8,1,1,2,2,Normal
7,2,4,3,5,Normal
12,2,4,3,5,Normal
5,2,4,3,5,Normal
9,2,4,3,5,Normal
6,2,5,3,6,Normal
10,1,5,2,6,Normal
10,1,5,2,6,Normal
10,1,5,2,6,Normal
21,1,6,2,7,Normal
21,1,6,2,7,Normal
21,1,6,2,7,Normal
10,1,6,2,7,Normal
10,1,6,2,7,Normal
10,1,6,2,7,Normal
21,1,7,2,8,Normal
21,1,7,2,8,Normal
21,1,7,2,8,Normal
10,1,5,2,6,Normal
10,1,5,2,6,Normal
18,1,5,2,6,Normal
15,1,5,2,6,Normal
6,1,1,2,2,Normal
6,1,2,2,3,Normal
2,3,2,4,4,Normal
6,1,1,2,11,Normal
6,1,2,2,12,Normal
2,3,2,4,12,Normal
6,1,1,2,8,Normal
6,1,2,2,9,Normal
5,1,2,2,10,Normal
6,1,1,2,4,Normal
6,1,2,2,5,Normal
2,3,2,4,6,Normal
16,1,1,2,1,Normal
18,1,1,2,1,Normal
17,1,1,2,1,Normal
17,1,1,2,1,Normal
10,1,2,2,2,Normal
4,2,2,3,2,Normal
12,1,2,2,2,Normal
4,2,2,3,2,Normal
3,2,2,3,2,Normal
4,2,2,3,2,Normal
10,1,2,2,2,Normal
14,1,2,2,2,Normal
7,1,3,2,3,Normal
10,1,3,2,3,Normal
8,1,2,2,2,Normal
10,1,2,2,2,Normal
13,1,2,2,2,Normal
5,2,3,3,3,Normal
5,2,2,3,2,Normal
10,1,2,2,2,Normal
8,1,2,2,2,Normal
16,1,1,2,1,Normal
20,1,1,2,1,Normal
17,1,1,2,1,Normal
18,1,1,2,1,Normal
17,1,2,2,2,Normal
14,1,2,2,2,Normal
19,1,2,2,2,Normal
8,1,2,2,2,Normal
16,1,1,2,1,Normal
20,1,1,2,1,Normal
17,1,1,2,1,Normal
18,1,1,2,1,Normal
16,1,2,2,2,Normal
6,1,3,2,3,Normal
8,1,3,2,3,Normal
12,1,2,2,2,Normal
8,1,4,2,3,Normal
6,1,3,2,3,Normal
14,1,2,2,2,Normal
7,1,4,2,4,Normal
6,1,3,2,3,Normal
6,1,3,2,3,Normal
19,1,2,2,2,Normal
6,1,3,2,3,Normal
8,1,2,2,2,Normal
12,1,4,2,4,Normal
9,1,200000,2,1,Normal
17,1,200000,2,1,Normal
16,1,200000,2,2,Normal
6,1,200000,2,3,Normal
14,2,1,3,5,Normal
5,1,1,2,2,Normal
5,1,1,2,3,Normal
14,2,1,3,7,Normal
5,1,1,2,4,Normal
5,1,1,2,4,Normal
8,1,2,2,6,Normal
24,1,2,2,6,Normal
8,2,3,3,7,Normal
8,2,3,3,7,Normal
5,1,4,2,8,Normal
5,1,4,2,8,Normal
5,1,4,2,8,Normal
4,2,4,3,8,Normal
5,1,5,2,9,Normal
5,1,5,2,9,Normal
5,1,4,2,8,Normal
5,1,4,2,8,Normal
5,1,4,2,8,Normal
4,2,4,3,8,Normal
5,1,5,2,9,Normal
5,1,5,2,9,Normal
5,1,1,2,2,Normal
14,2,1,3,7,Normal
5,1,1,2,4,Normal
5,1,1,2,3,Normal
8,1,2,2,8,Normal
24,1,2,2,8,Normal
8,2,3,3,9,Normal
8,2,3,3,9,Normal
5,1,4,2,10,Normal
5,1,4,2,10,Normal
5,1,4,2,10,Normal
4,2,4,3,10,Normal
5,1,5,2,11,Normal
5,1,5,2,11,Normal
5,1,4,2,10,Normal
5,1,4,2,10,Normal
5,1,4,2,10,Normal
4,2,4,3,10,Normal
5,1,5,2,11,Normal
5,1,5,2,11,Normal
5,1,1,2,2,Normal
14,2,1,3,6,Normal
5,1,1,2,3,Normal
5,2,1,3,7,Normal
5,1,2,2,8,Normal
5,1,1,2,2,Normal
8,1,2,2,8,Normal
24,1,2,2,8,Normal
8,2,3,3,9,Normal
8,2,3,3,9,Normal
5,1,4,2,10,Normal
5,1,4,2,10,Normal
5,1,4,2,10,Normal
4,2,4,3,10,Normal
5,1,5,2,11,Normal
5,1,5,2,11,Normal
5,1,4,2,10,Normal
5,1,4,2,10,Normal
5,1,4,2,10,Normal
4,2,4,3,10,Normal
5,1,5,2,11,Normal
5,1,5,2,11,Normal
5,1,1,2,2,Normal
5,1,1,2,2,Normal
8,1,2,2,7,Normal
24,1,2,2,7,Normal
8,2,3,3,8,Normal
8,2,3,3,8,Normal
5,1,4,2,9,Normal
5,1,4,2,9,Normal
5,1,4,2,9,Normal
4,2,4,3,9,Normal
5,1,5,2,10,Normal
5,1,5,2,10,Normal
5,1,4,2,9,Normal
5,1,4,2,9,Normal
5,1,4,2,9,Normal
4,2,4,3,9,Normal
5,1,5,2,10,Normal
5,1,5,2,10,Normal
5,2,1,3,4,Normal
5,2,1,3,5,Normal
5,2,1,3,2,Trojan
5,2,1,3,5,Normal
8,1,2,2,5,Normal
16,1,2,2,5,Normal
5,2,1,3,3,Trojan
5,2,1,3,7,Trojan
16,1,1,2,6,Normal
5,2,1,3,4,Normal
8,1,2,2,8,Normal
16,1,2,2,8,Normal
5,2,1,3,2,Trojan
5,2,1,3,4,Normal
16,1,1,2,5,Normal
5,2,1,3,3,Normal
8,1,2,2,5,Normal
16,1,2,2,5,Normal
5,2,1,3,5,Normal
16,1,1,2,2,Normal
5,2,1,3,5,Normal
8,1,2,2,5,Normal
16,1,2,2,5,Normal
16,1,1,2,6,Normal
6,1,1,2,3,Normal
6,1,1,2,4,Normal
6,1,1,2,8,Normal
6,1,2,2,9,Normal
6,1,1,2,9,Normal
6,1,1,2,3,Normal
6,1,1,2,4,Normal
6,1,1,2,4,Normal
6,1,1,2,4,Normal
6,1,1,2,3,Normal
6,1,2,2,4,Normal
6,1,1,2,5,Normal
6,1,1,2,5,Normal
6,1,1,2,4,Normal
6,1,1,2,3,Normal
6,1,1,2,11,Normal
6,1,1,2,9,Normal
6,1,1,2,5,Normal
7,1,3,2,3,Normal
5,2,1,3,7,Normal
5,2,1,3,8,Normal
5,2,1,3,8,Normal
10,1,4,2,6,Normal
10,1,4,2,6,Normal
5,2,1,3,9,Normal
5,2,1,3,8,Normal
10,1,4,2,6,Normal
10,1,4,2,6,Normal
10,1,4,2,7,Normal
10,1,4,2,7,Normal
5,2,1,3,9,Normal
5,2,1,3,5,Normal
10,1,4,2,7,Normal
10,1,4,2,7,Normal
10,1,4,2,7,Normal
10,1,4,2,7,Normal
5,2,1,3,8,Normal
10,1,4,2,7,Normal
10,1,4,2,7,Normal
10,1,4,2,6,Normal
10,1,4,2,6,Normal
10,1,4,2,6,Normal
10,1,4,2,6,Normal
6,1,1,2,4,Normal
6,1,2,2,5,Normal
6,1,1,2,9,Normal
6,1,1,2,4,Normal
6,1,2,2,5,Normal
6,1,1,2,4,Normal
6,1,1,2,4,Normal
6,1,2,2,5,Normal
6,1,1,2,6,Normal
6,1,1,2,5,Normal
6,1,2,2,6,Normal
6,1,1,2,7,Normal
6,1,1,2,6,Normal
6,1,2,2,7,Normal
6,1,1,2,8,Normal
6,1,1,2,5,Normal
6,1,2,2,6,Normal
6,1,1,2,7,Normal
24,1,3,2,5,Normal
24,1,3,2,4,Normal
15,1,3,2,5,Normal
21,1,3,2,5,Normal
6,1,1,2,5,Normal
16,1,2,2,5,Normal
6,1,1,2,9,Normal
6,1,2,2,10,Normal
6,1,1,2,5,Normal
16,1,2,2,5,Normal
6,1,1,2,5,Normal
6,1,1,2,6,Normal
6,1,1,2,5,Normal
16,1,3,2,4,Normal
6,1,2,2,6,Normal
6,1,1,2,7,Normal
6,1,1,2,6,Normal
6,1,1,2,7,Normal
6,1,2,2,8,Normal
8,1,2,2,9,Normal
7,2,1,3,3,Normal
5,1,1,2,3,Normal
7,2,1,3,3,Normal
5,1,1,2,3,Normal
7,2,1,3,3,Normal
5,1,1,2,3,Normal
7,2,1,3,3,Normal
5,1,1,2,3,Normal
14,1,1,2,4,Normal
7,1,1,2,2,Normal
8,1,1,2,2,Normal
12,1,2,2,3,Normal
7,1,1,2,3,Normal
7,1,1,2,4,Normal
8,1,1,2,4,Normal
12,1,2,2,4,Normal
7,1,1,2,4,Normal
8,1,1,2,4,Normal
7,1,1,2,5,Normal
7,1,1,2,4,Normal
8,1,1,2,2,Normal
12,1,2,2,4,Normal
7,1,1,2,6,Normal
8,1,1,2,6,Normal
7,1,1,2,5,Normal
7,1,1,2,3,Normal
8,1,1,2,3,Normal
12,1,2,2,4,Normal
7,1,1,2,6,Normal
8,1,1,2,4,Normal
7,1,1,2,4,Normal
7,1,1,2,5,Normal
8,1,1,2,5,Normal
5,1,1,2,4,Normal
8,1,1,2,2,Normal
5,1,1,2,3,Normal
8,1,1,2,3,Normal
5,1,1,2,2,Normal
5,1,1,2,3,Normal
8,1,1,2,2,Normal
5,1,1,2,4,Normal
5,1,1,2,2,Normal
5,1,1,2,2,Normal
8,1,1,2,3,Normal
8,1,1,2,2,Normal
6,1,1,2,6,Normal
8,1,3,2,8,Normal
16,1,3,2,8,Normal
6,1,1,2,6,Normal
6,1,2,2,7,Normal
8,1,2,2,8,Normal
6,1,1,2,7,Normal
6,1,2,2,8,Normal
8,1,2,2,9,Normal
6,1,1,2,8,Normal
6,1,2,2,9,Normal
8,1,2,2,5,Normal
4,3,1,3,4,Normal
3,3,2,3,3,Normal
3,2,2,2,3,Normal
4,3,1,3,3,Normal
3,3,2,3,3,Normal
3,2,2,2,3,Normal
3,3,1,3,2,Normal
4,1,3,1,4,Normal
6,2,2,3,4,Normal
10,1,3,2,5,Normal
10,1,3,2,5,Normal
8,1,4,2,6,Normal
8,1,4,2,6,Normal
5,1,1,2,5,Normal
8,1,3,2,5,Normal
16,1,4,2,5,Normal
5,1,1,2,4,Normal
3,3,1,3,2,Normal
6,2,2,3,3,Normal
10,1,3,2,4,Normal
10,1,3,2,4,Normal
8,1,4,2,5,Normal
8,1,4,2,5,Normal
6,1,1,2,7,Normal
6,1,1,2,8,Normal
6,1,1,2,4,Normal
6,1,1,2,8,Normal
8,1,2,2,5,Normal
16,1,1,2,3,Normal
8,1,4,2,6,Normal
10,1,2,2,3,Normal
10,1,2,2,3,Normal
8,1,3,2,4,Normal
8,1,3,2,4,Normal
10,1,2,2,3,Normal
10,1,2,2,3,Normal
8,1,3,2,4,Normal
8,1,3,2,4,Normal
15,1,0,2,4,Normal
7,2,0,3,3,Normal
9,2,0,3,3,Normal
11,2,0,3,3,Normal
9,2,0,3,3,Normal
9,2,0,3,1,Normal
7,2,0,3,3,Normal
9,2,0,3,2,Normal
11,2,0,3,3,Normal
15,1,0,2,1,Normal
7,2,0,3,3,Normal
9,2,0,3,3,Normal
11,2,0,3,3,Normal
9,2,0,3,3,Normal
9,2,0,3,3,Normal
7,2,0,3,3,Normal
9,2,0,3,3,Normal
11,2,0,3,2,Normal
15,1,0,2,5,Normal
7,2,0,3,3,Normal
9,2,0,3,3,Normal
11,2,0,3,3,Normal
9,2,0,3,3,Normal
9,2,0,3,3,Normal
7,2,0,3,3,Normal
9,2,0,3,3,Normal
11,2,0,3,3,Normal
15,1,0,2,4,Normal
4,2,0,2,1,Normal
4,2,0,2,1,Normal
6,2,0,3,5,Normal
5,1,0,2,3,Normal
5,1,0,2,3,Normal
7,2,0,3,3,Normal
9,2,0,3,3,Normal
9,2,0,3,3,Normal
9,2,0,3,3,Normal
9,2,0,3,3,Normal
11,2,0,3,3,Normal
11,2,0,3,3,Normal
7,2,0,3,3,Normal
6,2,0,3,5,Normal
4,2,0,3,4,Normal
14,3,0,4,7,Normal
14,3,0,4,5,Normal
14,3,0,4,6,Normal
14,3,0,4,2,Normal
9,1,0,2,4,Normal
5,1,0,2,1,Normal
5,1,0,2,2,Normal
15,1,0,2,4,Normal
15,1,0,2,5,Normal
15,1,0,2,4,Normal
15,1,0,2,6,Normal
8,0,0,1,6,Normal
8,0,0,1,5,Normal
4,0,0,1,3,Normal
8,0,0,1,6,Normal
6,0,2,1,6,Normal
8,0,1,1,3,Normal
8,0,1,1,5,Normal
8,0,1,1,5,Normal
8,0,1,1,4,Normal
5,0,1,1,2,Normal
8,0,2,1,3,Normal
5,0,1,1,4,Normal
5,0,1,1,4,Normal
5,0,1,1,3,Normal
8,0,3,1,3,Normal
8,0,2,1,2,Normal
8,0,2,1,4,Normal
8,0,2,1,3,Normal
7,0,2,1,6,Normal
5,0,2,1,5,Normal
5,0,2,1,6,Normal
1,0,2,1,5,Normal
5,0,2,1,6,Normal
8,0,2,1,4,Normal
8,0,1,1,4,Normal
5,0,1,1,2,Normal
5,0,1,1,2,Normal
5,0,1,1,3,Normal
5,0,1,1,3,Normal
5,0,1,1,4,Normal
5,0,1,1,1,Normal
5,0,1,1,1,Normal
8,0,0,1,4,Normal
8,0,0,1,4,Normal
8,0,0,1,6,Normal
8,0,0,1,3,Normal
5,0,1,1,2,Normal
5,0,1,1,1,Normal
8,0,0,1,2,Normal
8,0,0,1,6,Normal
8,0,0,1,3,Normal
8,0,0,1,5,Normal
8,0,3,1,3,Normal
6,0,2,1,6,Normal
8,0,2,1,2,Normal
8,0,2,1,3,Normal
8,0,3,1,2,Normal
8,0,2,1,2,Normal
8,0,2,1,2,Normal
8,0,2,1,2,Normal
8,0,2,1,2,Normal
8,0,2,1,2,Normal
8,0,2,1,2,Normal
8,0,2,1,2,Normal
8,0,2,1,2,Normal
8,0,2,1,2,Normal
4,0,3,1,3,Normal
8,0,3,1,3,Normal
8,0,3,1,3,Normal
8,0,3,1,3,Normal
8,0,3,1,3,Normal
8,0,3,1,3,Normal
7,0,2,1,5,Normal
6,0,2,1,6,Normal
7,0,2,1,3,Normal
8,0,1,1,6,Normal
8,0,1,1,5,Normal
7,0,2,1,6,Normal
6,0,4,1,6,Normal
8,0,2,1,4,Normal
8,0,2,1,6,Normal
8,0,2,1,5,Normal
8,0,2,1,5,Normal
8,0,1,1,3,Normal
5,0,0,1,5,Normal
5,0,1,1,2,Normal
5,0,2,1,4,Normal
5,0,2,1,3,Normal
7,0,1,1,1,Normal
5,0,1,1,3,Normal
1,0,1,1,7,Normal
5,0,1,1,3,Normal
5,0,1,1,2,Normal
5,0,1,1,2,Normal
5,0,1,1,2,Normal
5,0,1,1,3,Normal
8,0,0,1,3,Normal
8,0,0,1,2,Normal
8,0,0,1,3,Normal
8,0,0,1,5,Normal
8,0,0,1,1,Normal
8,0,0,1,3,Normal
8,0,0,1,5,Normal
4,0,0,1,6,Normal
5,0,2,1,3,Normal
5,0,1,1,2,Normal
5,0,1,1,2,Normal
1,0,5,1,7,Normal
8,0,2,1,3,Normal
8,0,2,1,3,Normal
8,0,2,1,3,Normal
8,0,2,1,5,Normal
8,0,0,1,4,Normal
8,0,0,1,3,Normal
8,0,0,1,2,Normal
8,0,0,1,2,Normal
6,0,1,1,2,Normal
6,0,1,1,4,Normal
6,0,1,1,5,Normal
6,0,1,1,4,Normal
6,0,1,1,5,Normal
6,0,1,1,8,Normal
6,0,1,1,2,Normal
6,0,1,1,8,Normal
6,0,1,1,4,Normal
6,0,1,1,2,Normal
